Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
0.9980044615591647,0.003798189660015055,0.9983440076696655,0.004452007833907202,0.9973657254907256,0.0076335896848323615,0.9978332845721576,0.004206201657206411
