Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
0.9964615136336387,0.005308909341792616,0.9954706134108622,0.009798081641979574,0.9969033466097184,0.007908733871094286,0.9961404067756865,0.005777380794041981
