Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
0.9923850698385185,0.010446229371489119,0.992293499197282,0.016915216022209068,0.9913537353219446,0.01529031947423429,0.9916876988791243,0.011346878899861709
